Ano;Especie;Quantidade;Preco_Medio_Corrigido_IPCA
1994;Eucalipto;142;338.55992076570334
1994;Eucalipto;5430;686.1648044782914
1994;Eucalipto;13492;87.29548854378048
1994;Eucalipto;15085;558.2597515242667
1995;Eucalipto;160;40.31966175169031
1995;Eucalipto;12077;348.2774578804334
1995;Eucalipto;13923;80.15228703700993
1996;Eucalipto;16;719.8398972959241
1996;Eucalipto;451;51.06925233087263
1996;Eucalipto;1060;10.865551642603918
1996;Eucalipto;21807;80.80166899217087
1996;Eucalipto;95720;575.7466798882439
1997;Eucalipto;17;642.6330212698228
1997;Eucalipto;360;273.12309267689443
1997;Eucalipto;19124;74.26146501519266
1997;Eucalipto;100595;571.4097361162761
1998;Eucalipto;18;594.7295059703599
1998;Eucalipto;320;217.4501861281843
1998;Eucalipto;14047;79.64205835795488
1998;Eucalipto;102426;559.732457029721
1999;Eucalipto;17;585.8005040868967
1999;Eucalipto;440;271.6040027460715
1999;Eucalipto;9243;89.96259300247726
1999;Eucalipto;99987;545.8055333127868
2000;Eucalipto;17;549.2727691090927
2000;Eucalipto;288;113.47949666437776
2000;Eucalipto;705;284.7655834444231
2000;Eucalipto;9297;75.32830679867135
2000;Eucalipto;100989;489.355687639152
2001;Eucalipto;293;89.19724998389471
2001;Eucalipto;632;261.8864656313414
2001;Eucalipto;760;85.96193631443208
2001;Eucalipto;15415;70.64347983643871
2001;Eucalipto;17116;46.31484873058704
2001;Eucalipto;19827;627.8363895772267
2002;Eucalipto;13;617.9101225483378
2002;Eucalipto;276;116.41331156894424
2002;Eucalipto;1280;28.2365189431596
2002;Eucalipto;19320;107.89017340745664
2002;Eucalipto;36905;86.63451048227736
2003;Eucalipto;15;469.81624845261234
2003;Eucalipto;420;83.8978293855276
2003;Eucalipto;1160;42.52292195670072
2003;Eucalipto;16456;140.25490620842518
2003;Eucalipto;19800;70.46953824130632
2004;Eucalipto;15;439.643179750312
2004;Eucalipto;190;0.0
2004;Eucalipto;1000;65.94705676786391
2004;Eucalipto;13164;72.13937755457737
2004;Eucalipto;19203;255.4970110368113
2005;Eucalipto;80;38.75418739549872
2005;Eucalipto;2700;78.07658400176328
2005;Eucalipto;3800;83.21365911134016
2005;Eucalipto;8135;201.58671265210944
2005;Eucalipto;13093;112.70255753945304
2005;Eucalipto;32511;240.86272483300533
2006;Eucalipto;1340;295.7239039377643
2006;Eucalipto;9056;75.24713405427623
2006;Eucalipto;11697;129.3545662467948
2006;Eucalipto;26271;255.1723200592308
2007;Eucalipto;2650;115.33487367912332
2007;Eucalipto;9728;77.94902683199952
2007;Eucalipto;13201;119.91533568427656
2007;Eucalipto;27505;86.69249101398816
2008;Eucalipto;2835;108.00613447087824
2008;Eucalipto;10737;108.51636314993328
2008;Eucalipto;16797;134.37568029295005
2008;Eucalipto;27957;84.12975151237079
2009;Eucalipto;2460;114.19845525759168
2009;Eucalipto;6006;118.67455230566544
2009;Eucalipto;18451;83.17887079231369
2009;Eucalipto;37160;104.02866999551736
2010;Eucalipto;1476;127.3252476369168
2010;Eucalipto;13370;104.1330349525968
2010;Eucalipto;39521;102.2428696188247
2010;Eucalipto;42540;104.05186220820168
2011;Eucalipto;2734;99.77289896794464
2011;Eucalipto;3535;122.29253748441936
2011;Eucalipto;10581;105.30424169315496
2011;Eucalipto;39947;101.73264093976968
2012;Eucalipto;275;111.60092743694784
2012;Eucalipto;3975;104.78241690775776
2012;Eucalipto;11321;108.63232421335488
2012;Eucalipto;30903;109.60639714609631
2013;Eucalipto;25;82.8541798147332
2013;Eucalipto;40;51.78821092408656
2013;Eucalipto;322;64.32360187996152
2013;Eucalipto;415;3109.4843195438616
2013;Eucalipto;647;2000.8965532333657
2013;Eucalipto;650;82.8541798147332
2013;Eucalipto;884;44.51745224755224
2013;Eucalipto;1391;102.74150219153758
2013;Eucalipto;1840;141.84357277730112
2013;Eucalipto;2400;104.43453371749295
2013;Eucalipto;2573;2448.077202106081
2013;Eucalipto;8207;1614.7578081457798
2013;Eucalipto;10000;82.8541798147332
2013;Eucalipto;16162;1394.2578460496077
2013;Eucalipto;17904;2375.2420581709757
2013;Eucalipto;23991;103.4372685720672
2013;Eucalipto;25399;92.8848118007016
2013;Eucalipto;30030;103.59961406085742
2013;Eucalipto;30899;24.8736481039332
2013;Eucalipto;32940;66.2717477454444
2013;Eucalipto;44676;1179.90382031478
2013;Eucalipto;67420;2160.20386216196
2013;Eucalipto;107049;155.28346002786455
2013;Eucalipto;107643;109.583204933412
2013;Eucalipto;111695;309.2449639327229
2013;Eucalipto;118266;1289.394256397455
2013;Eucalipto;124395;142.70168464662095
2013;Eucalipto;136258;287.0500163938286
2013;Eucalipto;142500;973.5279157433584
2013;Eucalipto;223639;243.64579035512372
2013;Eucalipto;267802;127.17449825446872
2013;Eucalipto;308040;118.9412627515351
2013;Eucalipto;346551;84.7095568294788
2013;Eucalipto;423400;96.97823733948408
2013;Eucalipto;449974;641.0675469136313
2013;Eucalipto;531037;61.563728570527445
2013;Eucalipto;644320;233.92825324039364
2013;Eucalipto;652362;285.83242522790187
2013;Eucalipto;694622;244.95615037178783
2013;Eucalipto;863040;83.56154230160496
2013;Eucalipto;907899;125.95690708854193
2013;Eucalipto;1315428;115.50881527425577
2013;Eucalipto;1561140;173.77924964360977
2013;Eucalipto;1841935;69.79696407346103
2013;Eucalipto;1870847;177.14212048283616
2013;Eucalipto;3959761;135.5932714588769
2013;Eucalipto;4001195;138.38793308733742
2013;Eucalipto;4458379;124.24068334990224
2013;Eucalipto;4626529;963.3813226939684
2013;Eucalipto;5047176;175.54185780761807
2013;Eucalipto;5632808;108.00613447087824
2013;Eucalipto;6063135;72.32491525605191
2013;Eucalipto;6092473;183.3924218012604
2013;Eucalipto;6378289;171.79631545910038
2013;Eucalipto;6480436;77.47358647197096
2013;Eucalipto;6524082;90.69314770203334
2013;Eucalipto;8033052;110.11662582515136
2013;Eucalipto;9849329;78.41287108568592
2013;Eucalipto;9918530;88.31594590189056
2013;Eucalipto;11182710;179.36857290053086
2013;Eucalipto;11734029;113.05044072971782
2013;Eucalipto;17300614;119.70660577011768
2013;Pinus;1;2071.319707049304
2013;Pinus;710;1452.8413752901995
2013;Pinus;4176;952.33023334989
2013;Pinus;4310;1408.6022295948594
2013;Pinus;11818;2028.2053836691523
2013;Pinus;14200;207.41955414221587
2013;Pinus;16341;165.6735713104399
2013;Pinus;20000;932.0950277828208
2013;Pinus;30000;62.14353388763544
2013;Pinus;32469;238.2072164806507
2013;Pinus;40000;82.8541798147332
2013;Pinus;50834;217.5081666598951
2013;Pinus;102817;55.11629344428648
2013;Pinus;130000;124.27547166892872
2013;Pinus;292075;44.5870288856052
2013;Pinus;450635;62.09714946226679
2013;Pinus;613485;77.75189302418279
2013;Pinus;659338;110.77760388665448
2013;Pinus;660000;164.7690750157514
2013;Pinus;1039688;130.9432328156707
2013;Pinus;1081838;101.95296696027071
2013;Pinus;1183660;119.0920121339832
2013;Pinus;1299588;115.3000853600969
2013;Pinus;2425602;139.89542691181825
2013;Pinus;6028084;181.3631031913824
2013;Pinus;6960902;106.28991073223855
2013;Pinus;7633910;138.06324210975694
2013;Pinus;11240394;148.83602490162357
2014;Eucalipto;33;117.78165211731913
2014;Eucalipto;155;977.9228400470372
2014;Eucalipto;300;2914.97123176047
2014;Eucalipto;328;65.17011764293919
2014;Eucalipto;565;2242.547813297638
2014;Eucalipto;663;79.143425785242
2014;Eucalipto;1600;136.03392349987897
2014;Eucalipto;1700;212.62620588984575
2014;Eucalipto;2895;77.86785408760441
2014;Eucalipto;3192;2253.193038919741
2014;Eucalipto;3600;593.7902213566449
2014;Eucalipto;5228;213.7394320986931
2014;Eucalipto;6152;97.60442708196072
2014;Eucalipto;8395;2084.2841539398382
2014;Eucalipto;11428;54.93075574281191
2014;Eucalipto;15390;1547.4540069358834
2014;Eucalipto;16420;116.57565705773446
2014;Eucalipto;18946;111.07910265155064
2014;Eucalipto;21861;2165.375725590563
2014;Eucalipto;40539;1167.6467359111166
2014;Eucalipto;42573;89.60311370587031
2014;Eucalipto;49985;236.72291486885425
2014;Eucalipto;65836;2125.937367920877
2014;Eucalipto;115976;1129.5303343644368
2014;Eucalipto;122304;104.68964805702048
2014;Eucalipto;130620;228.8723508752119
2014;Eucalipto;132209;140.76513488748023
2014;Eucalipto;136000;873.7086323500451
2014;Eucalipto;152232;169.0712304686928
2014;Eucalipto;172600;191.2893702202713
2014;Eucalipto;197088;243.6805786741502
2014;Eucalipto;387791;235.89959131856088
2014;Eucalipto;405745;80.74368846046008
2014;Eucalipto;428983;80.61613129069632
2014;Eucalipto;458305;61.1114804231832
2014;Eucalipto;482253;211.6753251697886
2014;Eucalipto;535086;589.0358177563594
2014;Eucalipto;544000;89.78865140734489
2014;Eucalipto;834563;116.9119441416571
2014;Eucalipto;990800;131.20994326154042
2014;Eucalipto;1080282;218.6445850814268
2014;Eucalipto;1299191;68.78810282169313
2014;Eucalipto;1597935;119.35872257985288
2014;Eucalipto;2010118;156.76776163966102
2014;Eucalipto;2048228;67.84881820797816
2014;Eucalipto;2050206;165.0705737806476
2014;Eucalipto;3331219;158.55356201635362
2014;Eucalipto;3945084;137.50662900533328
2014;Eucalipto;4245027;159.8871142457021
2014;Eucalipto;4328050;120.18204613014623
2014;Eucalipto;4973230;160.5249000945209
2014;Eucalipto;5199326;1014.4157867058146
2014;Eucalipto;5455859;73.5772947410052
2014;Eucalipto;5566167;192.30982757838143
2014;Eucalipto;6600392;73.20621933805607
2014;Eucalipto;6859285;81.07997554438272
2014;Eucalipto;7443391;122.338921909788
2014;Eucalipto;8293047;136.03392349987897
2014;Eucalipto;9020721;90.92506982887656
2014;Eucalipto;9524199;81.90329909467607
2014;Eucalipto;11177239;87.17952748035889
2014;Eucalipto;12296942;133.90023993292152
2014;Eucalipto;16107261;112.3082899238196
2014;Pinus;2;73845.94173663402
2014;Pinus;52;74.74850148156334
2014;Pinus;174;256.8769476915283
2014;Pinus;600;2672.055996104902
2014;Pinus;740;1368.201395098774
2014;Pinus;795;938.6584239724834
2014;Pinus;3105;223.43377700073887
2014;Pinus;4269;1943.310289138199
2014;Pinus;20000;816.1919448929317
2014;Pinus;29728;49.87485337763015
2014;Pinus;30000;68.01116369676839
2014;Pinus;43023;213.78581652406177
2014;Pinus;50412;65.99344119323256
2014;Pinus;115927;217.65891604234315
2014;Pinus;134415;45.44514075492504
2014;Pinus;150644;93.74292367002144
2014;Pinus;224877;81.81053024393879
2014;Pinus;251084;62.37545601447864
2014;Pinus;333303;91.4932790396424
2014;Pinus;375552;134.0162009963431
2014;Pinus;495000;143.49021987788782
2014;Pinus;1094519;82.91216034644398
2014;Pinus;1328015;89.10448113315744
2014;Pinus;1651963;96.95504512679976
2014;Pinus;2409574;141.58845843777357
2014;Pinus;5161681;104.8519935458107
2014;Pinus;6032262;157.3591630631112
2014;Pinus;7082621;132.86818646846928
2014;Pinus;12589717;162.03239391900166
2015;Eucalipto;1;3535.5832470865307
2015;Eucalipto;18;98.20742461175304
2015;Eucalipto;141;2118.840550839476
2015;Eucalipto;165;2871.32348748858
2015;Eucalipto;382;78.66798542521344
2015;Eucalipto;690;79.42173233745382
2015;Eucalipto;1276;2765.288691095869
2015;Eucalipto;1556;105.66372098976191
2015;Eucalipto;1800;58.93141243085712
2015;Eucalipto;2300;159.0985790144352
2015;Eucalipto;2744;74.08752342006024
2015;Eucalipto;4000;556.8566226568653
2015;Eucalipto;4985;70.57390319838575
2015;Eucalipto;6235;194.50149167704964
2015;Eucalipto;8284;89.62630591855464
2015;Eucalipto;8302;1887.4634409943565
2015;Eucalipto;17721;1581.7436933896504
2015;Eucalipto;26240;108.7366891704343
2015;Eucalipto;27989;1815.347255652464
2015;Eucalipto;30005;1109.8169535827649
2015;Eucalipto;49235;69.58823415930216
2015;Eucalipto;54700;119.92693179061872
2015;Eucalipto;63692;2002.322874313452
2015;Eucalipto;69632;883.9943786755412
2015;Eucalipto;111787;977.111112603086
2015;Eucalipto;146850;177.3624465033372
2015;Eucalipto;167154;230.07834593479652
2015;Eucalipto;188724;81.54381979806911
2015;Eucalipto;195428;88.31594590189056
2015;Eucalipto;214175;224.7905214427716
2015;Eucalipto;229327;226.2748230545681
2015;Eucalipto;240632;100.74697190068606
2015;Eucalipto;301942;75.3167106923292
2015;Eucalipto;361480;46.37282926229784
2015;Eucalipto;399000;92.119468782119
2015;Eucalipto;450854;63.69741213748488
2015;Eucalipto;467224;199.5342018295471
2015;Eucalipto;530280;569.5427629951882
2015;Eucalipto;758500;104.10984273991248
2015;Eucalipto;926497;226.2748230545681
2015;Eucalipto;1033612;110.98633380081333
2015;Eucalipto;1164672;111.04431433252417
2015;Eucalipto;1194528;205.7033304035762
2015;Eucalipto;1268761;144.96292538334217
2015;Eucalipto;1990618;152.3612412296402
2015;Eucalipto;2852270;113.38672781364048
2015;Eucalipto;3430840;82.49470051812624
2015;Eucalipto;4131924;151.4567449349518
2015;Eucalipto;4166394;110.48770122810048
2015;Eucalipto;4270135;133.1233008079968
2015;Eucalipto;4464782;803.9464565956106
2015;Eucalipto;4536196;143.57139262228293
2015;Eucalipto;4576669;167.8768315154503
2015;Eucalipto;4837676;63.97571868969671
2015;Eucalipto;5691018;65.39044366344024
2015;Eucalipto;5969756;66.22536332007576
2015;Eucalipto;6107054;88.08402377504734
2015;Eucalipto;6592274;77.02133832462671
2015;Eucalipto;8195752;107.27557977132216
2015;Eucalipto;9419761;106.06958471173752
2015;Eucalipto;9498824;74.28465722787695
2015;Eucalipto;11126490;164.21246191132778
2015;Eucalipto;12215860;74.86446254498496
2015;Eucalipto;15281191;87.19112358670102
2015;Pinus;1;3535.5832470865307
2015;Pinus;72;1767.7916235432654
2015;Pinus;135;1767.7916235432654
2015;Pinus;500;70.71305647449167
2015;Pinus;950;1425.393391578307
2015;Pinus;1554;70.52751877301712
2015;Pinus;9000;106.06958471173752
2015;Pinus;11520;162.35708489658217
2015;Pinus;12500;707.1189686385745
2015;Pinus;17464;50.81413799134512
2015;Pinus;20000;53.02899430269768
2015;Pinus;20480;58.87343189914632
2015;Pinus;31664;74.24986890885047
2015;Pinus;70627;194.45510725168103
2015;Pinus;106801;194.45510725168103
2015;Pinus;129317;40.412430602427605
2015;Pinus;217773;58.91981632451496
2015;Pinus;251720;28.700363196846
2015;Pinus;279756;77.3692215148915
2015;Pinus;365000;126.89619170225689
2015;Pinus;542190;126.11925257733216
2015;Pinus;780406;101.81381368416478
2015;Pinus;866952;84.38486585189833
2015;Pinus;1895715;65.2860787063608
2015;Pinus;2161485;120.9473891487288
2015;Pinus;4384093;89.49874874879089
2015;Pinus;6351684;146.5052075268494
2015;Pinus;7989858;101.54710323829512
2015;Pinus;11190095;135.0714466734797
2016;Eucalipto;2;2458.142622411077
2016;Eucalipto;3;0.0
2016;Eucalipto;6;5462.543026282285
2016;Eucalipto;56;175.57664612664456
2016;Eucalipto;155;1966.5140979288612
2016;Eucalipto;165;3863.5095383364737
2016;Eucalipto;217;105.72170152147272
2016;Eucalipto;434;71.74510993894391
2016;Eucalipto;533;408.9250940499302
2016;Eucalipto;1190;2182.7235006784344
2016;Eucalipto;1926;34.0345721142396
2016;Eucalipto;1963;139.41998655178966
2016;Eucalipto;2000;98.32338567517463
2016;Eucalipto;4590;66.41090102155032
2016;Eucalipto;9312;1977.5303989539127
2016;Eucalipto;10400;54.36254653204608
2016;Eucalipto;12314;1482.5274075261293
2016;Eucalipto;12418;79.44492455013815
2016;Eucalipto;17830;81.89170298833392
2016;Eucalipto;21000;68.90406388511471
2016;Eucalipto;26240;105.36222222486576
2016;Eucalipto;27000;55.17427397599728
2016;Eucalipto;32833;737.2456529155062
2016;Eucalipto;35850;230.0667498284544
2016;Eucalipto;46355;70.5623070920436
2016;Eucalipto;51749;738.0689764657996
2016;Eucalipto;51763;1282.0887094018938
2016;Eucalipto;74500;112.29669381747745
2016;Eucalipto;80000;294.981753131866
2016;Eucalipto;96973;91.41210629524728
2016;Eucalipto;101522;240.66559102518863
2016;Eucalipto;117915;1783.4463671051813
2016;Eucalipto;125980;160.2002091169404
2016;Eucalipto;150977;744.9338714203583
2016;Eucalipto;240838;234.07900262284176
2016;Eucalipto;241425;215.1425609660945
2016;Eucalipto;277390;52.2404590714308
2016;Eucalipto;329376;77.4851825783131
2016;Eucalipto;404645;83.73548389673734
2016;Eucalipto;559296;183.48519065199767
2016;Eucalipto;565344;46.46559811303512
2016;Eucalipto;574584;523.0539726694689
2016;Eucalipto;693604;66.20217110739144
2016;Eucalipto;733800;105.26945337412847
2016;Eucalipto;752372;89.01171228242016
2016;Eucalipto;969915;215.1425609660945
2016;Eucalipto;972749;105.74489373415705
2016;Eucalipto;1076576;147.490876565933
2016;Eucalipto;1549480;145.65869176387176
2016;Eucalipto;1924280;143.2698938573868
2016;Eucalipto;3287605;75.00361582109088
2016;Eucalipto;3544629;133.40160736020863
2016;Eucalipto;3939456;829.2491606342037
2016;Eucalipto;4181823;85.56766869879864
2016;Eucalipto;4460257;74.4470027166672
2016;Eucalipto;4476199;137.30949519751653
2016;Eucalipto;4872513;159.7943453949648
2016;Eucalipto;5586054;61.13467263586752
2016;Eucalipto;5635814;89.01171228242016
2016;Eucalipto;5808664;61.67968963394904
2016;Eucalipto;6164880;63.09441460769256
2016;Eucalipto;6578964;67.81402988895168
2016;Eucalipto;7775170;96.25927874627016
2016;Eucalipto;7923350;68.03435590945271
2016;Eucalipto;8823732;68.42862352508617
2016;Eucalipto;9878927;111.20665982131442
2016;Eucalipto;11532325;70.19123168909448
2016;Eucalipto;13617123;157.1388370426101
2016;Eucalipto;14354314;64.7642539209636
2016;Pinus;1;3277.5234965481022
2016;Pinus;5;0.0
2016;Pinus;68;1638.7617482740511
2016;Pinus;719;52.42599677290535
2016;Pinus;875;1237.9655247699748
2016;Pinus;7968;143.9656602379164
2016;Pinus;9500;655.5046993096204
2016;Pinus;10000;49.1674908907584
2016;Pinus;13148;81.89170298833392
2016;Pinus;16976;81.9612796263869
2016;Pinus;25000;131.10557830446095
2016;Pinus;30000;16.38529826147208
2016;Pinus;30173;54.47850759546768
2016;Pinus;32608;33.52434343518456
2016;Pinus;34018;73.7512363361376
2016;Pinus;68175;216.3137677066526
2016;Pinus;109000;216.3137677066526
2016;Pinus;166401;50.74456135329216
2016;Pinus;222327;56.51942231168783
2016;Pinus;235000;131.10557830446095
2016;Pinus;373216;71.72191772625959
2016;Pinus;481491;108.77147748946078
2016;Pinus;495883;61.52894025150096
2016;Pinus;880707;63.88294983895944
2016;Pinus;1889218;58.90822021817279
2016;Pinus;2248235;106.38267958297584
2016;Pinus;6030243;74.50498324837798
2016;Pinus;6084604;134.9786778227424
2016;Pinus;10061395;104.90997407752153
2016;Pinus;11352066;123.9043962659796
2017;Eucalipto;2;2393.4827334471925
2017;Eucalipto;5;0.0
2017;Eucalipto;38;83.97900212992272
2017;Eucalipto;283;95.85341502429456
2017;Eucalipto;289;3362.4765716107663
2017;Eucalipto;687;360.0127174986993
2017;Eucalipto;1233;1937.3035060529603
2017;Eucalipto;1270;81.67137696783287
2017;Eucalipto;4345;143.5945848349673
2017;Eucalipto;4700;127.64993861449727
2017;Eucalipto;10495;2008.1441196972155
2017;Eucalipto;12329;79.34055959305871
2017;Eucalipto;14130;443.5742598003043
2017;Eucalipto;19420;1338.7240927770035
2017;Eucalipto;20906;7.63023797314128
2017;Eucalipto;23930;79.08544525353119
2017;Eucalipto;26101;1396.3567412975387
2017;Eucalipto;29330;77.693912492472
2017;Eucalipto;30750;797.3598681932638
2017;Eucalipto;51150;248.9684031661752
2017;Eucalipto;53253;209.41408443306744
2017;Eucalipto;60364;1287.1678039797598
2017;Eucalipto;64420;97.22175557266944
2017;Eucalipto;64764;785.9029151272097
2017;Eucalipto;92548;63.430701691615205
2017;Eucalipto;102760;71.80309047065472
2017;Eucalipto;112102;1766.5624362709966
2017;Eucalipto;113492;65.19330985562353
2017;Eucalipto;120000;44.67979773634248
2017;Eucalipto;120850;49.85166116494584
2017;Eucalipto;127701;249.9424760989166
2017;Eucalipto;135041;790.0195328786764
2017;Eucalipto;140022;77.2880487704964
2017;Eucalipto;173950;162.44985374731942
2017;Eucalipto;220063;189.306436035762
2017;Eucalipto;229041;27.87703964655264
2017;Eucalipto;280140;49.66612346347128
2017;Eucalipto;320463;101.89498642855992
2017;Eucalipto;363768;761.5510918086736
2017;Eucalipto;376250;85.31255435927109
2017;Eucalipto;470989;69.866540711514
2017;Eucalipto;525850;199.1167420012293
2017;Eucalipto;526000;63.53506664869464
2017;Eucalipto;986742;106.20873798784343
2017;Eucalipto;1010091;209.66919877259497
2017;Eucalipto;1104202;107.22919534595351
2017;Eucalipto;1237845;88.13040820041601
2017;Eucalipto;1322717;138.79379680931305
2017;Eucalipto;1685869;110.3369518456524
2017;Eucalipto;2514219;112.87649913458544
2017;Eucalipto;2819066;73.38016093318848
2017;Eucalipto;2975413;57.3427458619812
2017;Eucalipto;3796147;133.45958789191943
2017;Eucalipto;4218066;812.5391713951511
2017;Eucalipto;4474162;72.71918287168536
2017;Eucalipto;4740002;59.70835155578184
2017;Eucalipto;4962085;160.9307638164965
2017;Eucalipto;5096855;59.15173845135816
2017;Eucalipto;5486519;118.55859124224384
2017;Eucalipto;5962911;74.78328980058983
2017;Eucalipto;6078503;88.62904077312889
2017;Eucalipto;6653336;97.55804265659208
2017;Eucalipto;7010218;59.5460060669916
2017;Eucalipto;7562187;51.81140313677088
2017;Eucalipto;9396787;64.36998630533014
2017;Eucalipto;11165763;71.33924621696832
2017;Eucalipto;12837042;124.95964194311615
2017;Eucalipto;12860798;109.90789591099248
2017;Eucalipto;14127211;55.58013769797287
2017;Pinus;1;3191.3180420004846
2017;Pinus;63;22516.495971655997
2017;Pinus;908;1351.387040902642
2017;Pinus;1066;50.89531073574024
2017;Pinus;6003;135.55848313985038
2017;Pinus;6840;718.0425008128894
2017;Pinus;10000;63.82496930724864
2017;Pinus;10933;71.80309047065472
2017;Pinus;16500;63.82496930724864
2017;Pinus;18400;33.99978379521311
2017;Pinus;27000;134.03939320902745
2017;Pinus;38363;55.85844425018472
2017;Pinus;38365;70.49273045399063
2017;Pinus;140500;135.6396558842455
2017;Pinus;141587;223.3873925753702
2017;Pinus;158000;135.62805977790336
2017;Pinus;207579;52.65791889974855
2017;Pinus;240872;55.61492601699936
2017;Pinus;255575;137.7849355575451
2017;Pinus;395571;69.39110035148545
2017;Pinus;477510;70.51592266667495
2017;Pinus;1677026;65.48321251417752
2017;Pinus;2008538;49.42260523028591
2017;Pinus;2394951;90.02057353418807
2017;Pinus;7259560;65.91226844883744
2017;Pinus;7922963;154.81961577417815
2017;Pinus;9673836;114.24483968296032
2017;Pinus;10829020;135.39613765106017
2018;Eucalipto;1;3052.2227464262755
2018;Eucalipto;40;76.3023797314128
2018;Eucalipto;140;61044.48971684454
2018;Eucalipto;200;22.890713919423835
2018;Eucalipto;231;3184.360378195189
2018;Eucalipto;240;38.1511898657064
2018;Eucalipto;250;97.67400372001369
2018;Eucalipto;316;72.44087631947353
2018;Eucalipto;1432;121.49240614681032
2018;Eucalipto;1581;76.25599530604417
2018;Eucalipto;2683;1907.211610095055
2018;Eucalipto;2858;138.29516423660016
2018;Eucalipto;4300;145.1600591911589
2018;Eucalipto;4488;72.42928021313135
2018;Eucalipto;6015;152.23368405987648
2018;Eucalipto;11319;70.78263311254464
2018;Eucalipto;11879;2063.6314885444517
2018;Eucalipto;12751;436.4890388252445
2018;Eucalipto;13947;79.00427250913607
2018;Eucalipto;14035;91.44689461427376
2018;Eucalipto;20602;1298.694333683867
2018;Eucalipto;22913;1019.5180734963648
2018;Eucalipto;25930;76.92856947388943
2018;Eucalipto;26470;77.4272020466023
2018;Eucalipto;39675;1427.7126128467391
2018;Eucalipto;43885;55.70769486773664
2018;Eucalipto;58882;1402.9433296998852
2018;Eucalipto;59874;202.43322841508711
2018;Eucalipto;65350;285.55411867568995
2018;Eucalipto;67509;92.40937144067304
